Repository_Name,Primary_Language,Stars_Count,Forks_Count,Open_Issues,Repository_Age_Months,Days_Since_Last_Update,Activity_Month,Monthly_Commit_Velocity,Total_Contributors,Active_Contributors_Last_30_Days,Total_Issues,Issue_Resolution_Rate,Total_Pull_Requests,PR_Merge_Rate,Release_Frequency,Contributor_Churn_Rate,Activity_Status
awesomedata/awesome-public-datasets,,72777,11129,135,136,3,3,156,238,51,328,0.79342229,3205,0.855938555,0,0.140453766,Active
awesomedata/awesome-public-datasets,,72777,11129,135,136,3,4,55,26,22,4893,0.501397901,166,0.839863537,6,0.445123364,Declining
awesomedata/awesome-public-datasets,,72777,11129,135,136,3,5,168,123,20,4600,0.635853386,3972,0.566792335,11,0.427487274,Declining
awesomedata/awesome-public-datasets,,72777,11129,135,136,3,6,185,179,58,4974,0.704251146,1531,0.97275322,6,0.060213414,Active
sherlock-project/sherlock,Python,72737,8624,197,87,0,1,186,248,77,1563,0.865950456,3263,0.868202753,2,0.094394935,Active
sherlock-project/sherlock,Python,72737,8624,197,87,0,2,121,280,52,4782,0.866088627,182,0.881481207,8,0.06785821,Active
sherlock-project/sherlock,Python,72737,8624,197,87,0,3,128,43,45,941,0.547166073,303,0.542687631,9,0.190139473,Active
sherlock-project/sherlock,Python,72737,8624,197,87,0,4,195,290,87,2956,0.584831122,2833,0.902024904,4,0.152467959,Active
sherlock-project/sherlock,Python,72737,8624,197,87,0,5,130,209,21,2683,0.872033159,1676,0.933627958,7,0.387619613,Declining
sherlock-project/sherlock,Python,72737,8624,197,87,0,6,178,202,88,3739,0.656618108,1103,0.863028756,4,0.333555322,Active
twitter/the-algorithm,Scala,72730,13263,508,35,160,1,39,122,87,4123,0.571616707,1328,0.872744381,6,0.469296759,Declining
twitter/the-algorithm,Scala,72730,13263,508,35,160,2,14,138,73,4948,0.601059305,1832,0.509718526,10,0.170823959,Active
twitter/the-algorithm,Scala,72730,13263,508,35,160,3,11,223,82,3066,0.89184256,537,0.825527763,9,0.409032533,Declining
twitter/the-algorithm,Scala,72730,13263,508,35,160,4,164,66,51,2056,0.891468454,1532,0.953790742,1,0.285221533,Active
twitter/the-algorithm,Scala,72730,13263,508,35,160,5,178,218,12,4694,0.51295098,1786,0.966830692,8,0.193206035,Declining
twitter/the-algorithm,Scala,72730,13263,508,35,160,6,57,20,12,2911,0.409241522,3358,0.977817983,8,0.367955937,Active
tesseract-ocr/tesseract,C++,72409,10502,462,140,3,1,155,150,17,4794,0.809460393,992,0.673407234,3,0.358505967,Declining
tesseract-ocr/tesseract,C++,72409,10502,462,140,3,2,91,40,93,2993,0.790031977,3697,0.900804112,6,0.333921009,Active
tesseract-ocr/tesseract,C++,72409,10502,462,140,3,3,143,175,64,2175,0.798510321,779,0.712999203,3,0.349115469,Active
tesseract-ocr/tesseract,C++,72409,10502,462,140,3,4,26,65,97,3966,0.884345846,223,0.631715225,0,0.361109193,Declining
tesseract-ocr/tesseract,C++,72409,10502,462,140,3,5,88,107,12,2003,0.497423114,220,0.764488612,6,0.156850309,Declining
tesseract-ocr/tesseract,C++,72409,10502,462,140,3,6,161,70,33,2069,0.68433731,2299,0.547673202,1,0.390227369,Active
jesseduffield/lazygit,Go,72395,2507,895,94,8,1,195,157,67,3424,0.467786298,787,0.97574736,6,0.275269343,Active
jesseduffield/lazygit,Go,72395,2507,895,94,8,2,147,8,46,3037,0.754644871,1654,0.953439163,1,0.36302469,Declining
jesseduffield/lazygit,Go,72395,2507,895,94,8,3,170,51,88,3661,0.800160434,873,0.638526278,6,0.356633867,Declining
jesseduffield/lazygit,Go,72395,2507,895,94,8,4,75,295,65,1116,0.797930886,386,0.892495525,8,0.394397614,Active
jesseduffield/lazygit,Go,72395,2507,895,94,8,5,78,180,78,1769,0.928660053,1664,0.53570514,6,0.485176915,Active
jesseduffield/lazygit,Go,72395,2507,895,94,8,6,45,88,45,2820,0.749069149,1057,0.626841527,4,0.449625001,Declining
CompVis/stable-diffusion,Jupyter Notebook,72358,10580,612,42,608,1,140,23,9,224,0.76886834,3450,0.549203073,3,0.426239212,Declining
CompVis/stable-diffusion,Jupyter Notebook,72358,10580,612,42,608,2,127,133,50,4993,0.407743613,1347,0.595075241,6,0.232721139,Declining
CompVis/stable-diffusion,Jupyter Notebook,72358,10580,612,42,608,3,117,152,32,1943,0.4747664,1023,0.979718671,11,0.127225017,Active
CompVis/stable-diffusion,Jupyter Notebook,72358,10580,612,42,608,4,132,245,64,787,0.937092756,3740,0.690889321,7,0.256759488,Declining
CompVis/stable-diffusion,Jupyter Notebook,72358,10580,612,42,608,5,85,56,34,300,0.469892319,3790,0.668114875,7,0.321493144,Active
CompVis/stable-diffusion,Jupyter Notebook,72358,10580,612,42,608,6,160,99,65,3997,0.434917618,2158,0.603348266,0,0.249854976,Declining
lobehub/lobehub,TypeScript,72312,14624,800,33,0,1,75,41,92,2454,0.597316801,3665,0.509660758,0,0.254623261,Declining
lobehub/lobehub,TypeScript,72312,14624,800,33,0,2,138,282,84,891,0.486024083,2114,0.868418613,0,0.397827831,Active
lobehub/lobehub,TypeScript,72312,14624,800,33,0,3,81,232,48,3215,0.722140851,1677,0.577019383,4,0.207128236,Declining
lobehub/lobehub,TypeScript,72312,14624,800,33,0,4,92,283,58,4861,0.422299113,1507,0.811417315,11,0.219880859,Declining
lobehub/lobehub,TypeScript,72312,14624,800,33,0,5,71,12,86,1935,0.426345744,2042,0.820473355,9,0.461532162,Declining
lobehub/lobehub,TypeScript,72312,14624,800,33,0,6,25,165,3,3199,0.632810839,1093,0.743993357,1,0.377560142,Active
grafana/grafana,TypeScript,72144,13449,3744,148,0,1,172,132,9,1928,0.701968044,1841,0.878592698,3,0.449449224,Declining
grafana/grafana,TypeScript,72144,13449,3744,148,0,2,29,133,4,3695,0.534006947,3326,0.783176834,6,0.307048922,Active
grafana/grafana,TypeScript,72144,13449,3744,148,0,3,164,212,99,3855,0.63530164,159,0.950051986,3,0.475470196,Active
grafana/grafana,TypeScript,72144,13449,3744,148,0,4,43,261,91,1382,0.775179602,1271,0.639966696,5,0.144937431,Declining
grafana/grafana,TypeScript,72144,13449,3744,148,0,5,198,119,20,4568,0.679624638,1148,0.660275114,2,0.329496743,Active
grafana/grafana,TypeScript,72144,13449,3744,148,0,6,58,150,79,1948,0.910531721,3185,0.704889106,5,0.059744894,Active
thedaviddias/Front-End-Checklist,,72137,6617,1,101,12,1,28,134,47,4707,0.758352663,2650,0.950452316,7,0.164225577,Declining
thedaviddias/Front-End-Checklist,,72137,6617,1,101,12,2,7,189,92,4393,0.432567074,1861,0.567802807,10,0.264014831,Active
thedaviddias/Front-End-Checklist,,72137,6617,1,101,12,3,99,170,3,451,0.657120527,1759,0.730404696,6,0.055615664,Declining
thedaviddias/Front-End-Checklist,,72137,6617,1,101,12,4,13,133,16,463,0.490106673,2899,0.739078887,0,0.25705956,Declining
thedaviddias/Front-End-Checklist,,72137,6617,1,101,12,5,9,171,36,2723,0.936375333,1370,0.685253862,5,0.196492531,Declining
thedaviddias/Front-End-Checklist,,72137,6617,1,101,12,6,6,111,52,2743,0.706332007,2334,0.540411694,5,0.463747868,Declining
enaqx/awesome-react,,71997,7504,16,140,33,1,168,284,63,829,0.786894288,3597,0.748440884,8,0.467596355,Declining
enaqx/awesome-react,,71997,7504,16,140,33,2,62,162,24,4538,0.896813801,1750,0.54487926,9,0.07257809,Declining
enaqx/awesome-react,,71997,7504,16,140,33,3,155,59,9,4542,0.616163325,1832,0.621427427,8,0.423860056,Declining
enaqx/awesome-react,,71997,7504,16,140,33,4,20,145,20,243,0.752130901,3318,0.856956219,5,0.342157421,Declining
enaqx/awesome-react,,71997,7504,16,140,33,5,110,61,69,4186,0.446149366,795,0.882337747,10,0.321092109,Active
enaqx/awesome-react,,71997,7504,16,140,33,6,67,77,27,4773,0.802711649,2136,0.776333635,6,0.43828066,Declining
abi/screenshot-to-code,TypeScript,71691,8850,136,27,3,1,21,53,81,1095,0.851369467,2073,0.974119973,5,0.385564843,Declining
abi/screenshot-to-code,TypeScript,71691,8850,136,27,3,2,85,196,72,1735,0.718681089,3469,0.655474052,2,0.118616005,Active
abi/screenshot-to-code,TypeScript,71691,8850,136,27,3,3,80,265,38,4633,0.529795285,1293,0.801085553,8,0.27791058,Active
abi/screenshot-to-code,TypeScript,71691,8850,136,27,3,4,125,246,69,1960,0.647732183,115,0.834798032,0,0.447056021,Declining
abi/screenshot-to-code,TypeScript,71691,8850,136,27,3,5,45,243,31,1556,0.922168809,2841,0.803128828,7,0.269120684,Declining
abi/screenshot-to-code,TypeScript,71691,8850,136,27,3,6,130,51,98,3452,0.91174793,2208,0.53447828,11,0.462594768,Declining
josephmisiti/awesome-machine-learning,Python,71667,15306,13,141,17,1,152,185,3,3355,0.858886162,331,0.535642684,1,0.064215047,Active
josephmisiti/awesome-machine-learning,Python,71667,15306,13,141,17,2,153,85,78,4151,0.694794296,223,0.633797992,10,0.363128408,Declining
josephmisiti/awesome-machine-learning,Python,71667,15306,13,141,17,3,143,281,92,3714,0.778223913,1144,0.765595163,2,0.06951755,Active
josephmisiti/awesome-machine-learning,Python,71667,15306,13,141,17,4,169,236,63,3658,0.584207667,1747,0.850697786,2,0.295329545,Declining
josephmisiti/awesome-machine-learning,Python,71667,15306,13,141,17,5,159,161,8,1086,0.946825316,733,0.965691217,2,0.084645485,Declining
josephmisiti/awesome-machine-learning,Python,71667,15306,13,141,17,6,146,81,48,2283,0.926790118,2069,0.843538312,6,0.338681629,Active
python/cpython,Python,71504,34084,9233,109,0,1,12,53,57,1882,0.895995624,2396,0.656915411,8,0.065219125,Declining
python/cpython,Python,71504,34084,9233,109,0,2,146,55,87,1224,0.936692353,2316,0.874921859,1,0.083904221,Declining
python/cpython,Python,71504,34084,9233,109,0,3,82,278,78,1166,0.917975952,1201,0.591301256,10,0.314978323,Active
python/cpython,Python,71504,34084,9233,109,0,4,136,254,40,198,0.678597849,3920,0.696642787,3,0.329166603,Active
python/cpython,Python,71504,34084,9233,109,0,5,160,155,96,454,0.476139877,121,0.73057236,0,0.450537053,Declining
python/cpython,Python,71504,34084,9233,109,0,6,18,52,59,1628,0.853059531,1409,0.837280812,2,0.098485183,Declining
moby/moby,Go,71472,18905,3785,159,1,1,106,242,98,1742,0.814947261,2446,0.837645041,0,0.23191554,Declining
moby/moby,Go,71472,18905,3785,159,1,2,16,84,28,4956,0.63220861,1978,0.637080762,4,0.195320683,Declining
moby/moby,Go,71472,18905,3785,159,1,3,90,256,11,601,0.67021506,2764,0.520335462,0,0.371902964,Declining
moby/moby,Go,71472,18905,3785,159,1,4,72,77,23,1092,0.671875732,2005,0.972002693,6,0.213151698,Declining
moby/moby,Go,71472,18905,3785,159,1,5,69,61,49,2418,0.852729777,3138,0.909434741,9,0.266784709,Active
moby/moby,Go,71472,18905,3785,159,1,6,129,281,13,3266,0.667894552,2244,0.516101868,3,0.457764269,Declining
openai/openai-cookbook,Jupyter Notebook,71459,11989,105,47,2,1,90,129,83,3817,0.446937548,2063,0.709992354,10,0.345365337,Active
openai/openai-cookbook,Jupyter Notebook,71459,11989,105,47,2,2,112,148,33,2389,0.55100035,3108,0.730230231,0,0.223461506,Active
openai/openai-cookbook,Jupyter Notebook,71459,11989,105,47,2,3,71,43,13,1316,0.781801262,202,0.968023682,2,0.223597613,Active
openai/openai-cookbook,Jupyter Notebook,71459,11989,105,47,2,4,6,247,67,3711,0.948135161,2408,0.804535851,8,0.11579084,Declining
openai/openai-cookbook,Jupyter Notebook,71459,11989,105,47,2,5,39,195,16,530,0.7695995,1967,0.691585655,10,0.166612616,Declining
openai/openai-cookbook,Jupyter Notebook,71459,11989,105,47,2,6,143,118,4,2531,0.757270249,2045,0.676187395,3,0.08033376,Declining
ocornut/imgui,C++,71373,11546,1212,140,2,1,33,23,70,1571,0.92924923,2157,0.525737044,2,0.055129559,Declining
ocornut/imgui,C++,71373,11546,1212,140,2,2,73,191,64,1096,0.949764448,2600,0.925998199,5,0.257815684,Declining
ocornut/imgui,C++,71373,11546,1212,140,2,3,127,65,25,818,0.707993771,521,0.954981849,9,0.295537992,Active
ocornut/imgui,C++,71373,11546,1212,140,2,4,49,200,10,2346,0.838713434,491,0.800967306,1,0.211109044,Active
ocornut/imgui,C++,71373,11546,1212,140,2,5,127,115,35,835,0.575190665,432,0.612117034,11,0.143416469,Active
ocornut/imgui,C++,71373,11546,1212,140,2,6,49,20,82,64,0.454393795,137,0.95691013,0,0.174562054,Active
PKUFlyingPig/cs-self-learning,HTML,71309,7831,146,52,14,1,60,289,17,2370,0.469907134,1766,0.700216038,10,0.296895673,Active
PKUFlyingPig/cs-self-learning,HTML,71309,7831,146,52,14,2,146,14,64,3269,0.693337158,1891,0.893719363,7,0.081775051,Declining
PKUFlyingPig/cs-self-learning,HTML,71309,7831,146,52,14,3,131,45,79,2874,0.807614976,3611,0.971701999,3,0.495378924,Active
PKUFlyingPig/cs-self-learning,HTML,71309,7831,146,52,14,4,68,288,23,1562,0.469935096,1021,0.97406963,1,0.294673753,Declining
PKUFlyingPig/cs-self-learning,HTML,71309,7831,146,52,14,5,123,217,98,3924,0.643157234,985,0.509012351,5,0.266919104,Active
PKUFlyingPig/cs-self-learning,HTML,71309,7831,146,52,14,6,42,295,49,1836,0.705076235,1262,0.979077243,5,0.139068363,Active
strapi/strapi,TypeScript,71303,9481,753,126,0,1,59,161,97,3181,0.942556437,3667,0.898866401,3,0.080425046,Active
strapi/strapi,TypeScript,71303,9481,753,126,0,2,128,37,40,1036,0.746672602,570,0.805229585,7,0.263081434,Declining
strapi/strapi,TypeScript,71303,9481,753,126,0,3,46,5,69,3959,0.495194332,2839,0.656630903,3,0.347987166,Active
strapi/strapi,TypeScript,71303,9481,753,126,0,4,184,204,25,3454,0.452253304,2506,0.57164337,9,0.414958891,Active
strapi/strapi,TypeScript,71303,9481,753,126,0,5,52,154,23,4632,0.661548589,2147,0.581724717,0,0.361628331,Active
strapi/strapi,TypeScript,71303,9481,753,126,0,6,180,173,70,556,0.879054377,490,0.541377693,4,0.188960101,Active
pallets/flask,Python,71157,16711,3,193,3,1,98,117,33,712,0.570726517,3154,0.851443342,7,0.376393914,Active
pallets/flask,Python,71157,16711,3,193,3,2,104,218,95,120,0.557758853,3213,0.742009166,6,0.164333754,Declining
pallets/flask,Python,71157,16711,3,193,3,3,187,145,44,1331,0.760102374,2355,0.847828101,5,0.3640146,Declining
pallets/flask,Python,71157,16711,3,193,3,4,66,83,36,1080,0.876481058,810,0.655612172,9,0.080907768,Declining
pallets/flask,Python,71157,16711,3,193,3,5,79,189,6,4844,0.727135726,1098,0.789389381,8,0.244452889,Active
pallets/flask,Python,71157,16711,3,193,3,6,195,24,21,2858,0.50767953,2780,0.739854235,8,0.184423103,Declining
PaddlePaddle/PaddleOCR,Python,70835,9832,291,70,3,1,163,135,32,4596,0.665387243,1082,0.925179332,2,0.450766244,Active
PaddlePaddle/PaddleOCR,Python,70835,9832,291,70,3,2,184,222,79,2063,0.487197326,2025,0.501109001,2,0.137938571,Active
PaddlePaddle/PaddleOCR,Python,70835,9832,291,70,3,3,23,12,46,1602,0.725536356,426,0.504136432,4,0.474727666,Active
PaddlePaddle/PaddleOCR,Python,70835,9832,291,70,3,4,147,45,35,3862,0.750769184,3353,0.60884873,4,0.246268437,Active
PaddlePaddle/PaddleOCR,Python,70835,9832,291,70,3,5,60,142,64,87,0.815752226,2094,0.815837248,9,0.136471483,Active
PaddlePaddle/PaddleOCR,Python,70835,9832,291,70,3,6,113,47,94,4069,0.757062131,2348,0.529726437,2,0.382551864,Active
Developer-Y/cs-video-courses,,70722,9450,2,113,1,1,119,11,81,930,0.714403448,2485,0.974732952,5,0.170297362,Declining
Developer-Y/cs-video-courses,,70722,9450,2,113,1,2,84,30,30,4038,0.611316826,2082,0.974134724,10,0.14070719,Active
Developer-Y/cs-video-courses,,70722,9450,2,113,1,3,72,213,82,1234,0.705115355,3773,0.572977976,8,0.231910394,Declining
Developer-Y/cs-video-courses,,70722,9450,2,113,1,4,140,67,14,4720,0.426381309,228,0.694330766,2,0.390775156,Active
Developer-Y/cs-video-courses,,70722,9450,2,113,1,5,88,196,64,808,0.629844237,2786,0.933556164,11,0.277019879,Active
Developer-Y/cs-video-courses,,70722,9450,2,113,1,6,119,220,65,4900,0.748959096,2229,0.845653831,8,0.320349934,Declining
protocolbuffers/protobuf,C++,70685,16026,241,139,0,1,114,288,17,1977,0.888183737,1472,0.766212059,8,0.210111265,Declining
protocolbuffers/protobuf,C++,70685,16026,241,139,0,2,87,202,2,2783,0.639629571,460,0.791232819,4,0.083461144,Declining
protocolbuffers/protobuf,C++,70685,16026,241,139,0,3,67,63,77,285,0.93603339,2504,0.936169167,2,0.354685382,Active
protocolbuffers/protobuf,C++,70685,16026,241,139,0,4,149,110,83,3953,0.828625931,2478,0.906361215,1,0.211774576,Active
protocolbuffers/protobuf,C++,70685,16026,241,139,0,5,66,60,94,2281,0.433981295,1725,0.704133973,11,0.198143606,Active
protocolbuffers/protobuf,C++,70685,16026,241,139,0,6,117,126,76,4899,0.685557657,3346,0.730865469,4,0.205048547,Active
hakimel/reveal.js,JavaScript,70564,16803,882,178,0,1,75,58,94,1663,0.642509462,1405,0.74278678,10,0.117966024,Active
hakimel/reveal.js,JavaScript,70564,16803,882,178,0,2,92,268,9,2885,0.448268778,3250,0.594083037,6,0.210454044,Declining
hakimel/reveal.js,JavaScript,70564,16803,882,178,0,3,110,62,28,4245,0.723106319,2499,0.689349695,0,0.291436955,Declining
hakimel/reveal.js,JavaScript,70564,16803,882,178,0,4,64,47,44,3736,0.793890907,1509,0.620991432,4,0.160604663,Active
hakimel/reveal.js,JavaScript,70564,16803,882,178,0,5,189,282,16,2818,0.7790859,1302,0.677271452,2,0.086789071,Active
hakimel/reveal.js,JavaScript,70564,16803,882,178,0,6,27,229,24,2134,0.905490604,1611,0.542372821,4,0.070990767,Declining
apache/superset,TypeScript,70556,16671,1145,128,0,1,85,248,62,1109,0.867878428,2012,0.676860411,2,0.086851097,Declining
apache/superset,TypeScript,70556,16671,1145,128,0,2,27,20,34,2629,0.440311499,3661,0.695997288,8,0.34181688,Active
apache/superset,TypeScript,70556,16671,1145,128,0,3,142,224,89,4913,0.582441758,233,0.794397678,3,0.083031999,Active
apache/superset,TypeScript,70556,16671,1145,128,0,4,28,90,18,3797,0.425679186,421,0.70077141,6,0.423111069,Declining
apache/superset,TypeScript,70556,16671,1145,128,0,5,151,41,42,4061,0.554780083,3098,0.599970719,3,0.291920854,Declining
apache/superset,TypeScript,70556,16671,1145,128,0,6,88,123,80,2868,0.433650481,2107,0.820813809,9,0.421709203,Declining
anthropics/skills,Python,70475,7162,287,4,9,1,52,143,68,2482,0.840349983,1244,0.60420819,4,0.391489146,Declining
anthropics/skills,Python,70475,7162,287,4,9,2,66,253,69,1792,0.487017369,3355,0.956249515,3,0.0504583,Declining
anthropics/skills,Python,70475,7162,287,4,9,3,112,173,46,3074,0.493955149,1660,0.508048459,8,0.197974854,Declining
anthropics/skills,Python,70475,7162,287,4,9,4,129,287,79,4379,0.675996974,3531,0.637036124,7,0.487060573,Declining
anthropics/skills,Python,70475,7162,287,4,9,5,190,22,80,4871,0.61160557,431,0.551688487,6,0.133769766,Declining
anthropics/skills,Python,70475,7162,287,4,9,6,59,149,62,592,0.816870041,2742,0.825778757,11,0.45975321,Active
